135.4762 35.2178 WI DP.KK22 HHZ 0.269
137.9424 34.8601 WI N.MRIH HHZ -0.142
133.3691 35.1916 WI DP.ST20 HHZ 0.272
134.1988 35.3946 WI N.KWHH HHZ -0.072
137.9637 36.4598 WI N.IKSH HHZ 0.383
135.8916 35.3143 WI DP.BWC2 HHZ 0.232
134.4234 35.0671 WI N.NKOH HHZ 0.102
137.5297 35.9872 WI NU.TKN1 HHZ 1.26
137.5453 35.9128 WI NU.KID1 HHZ 1.34
132.8128 33.9332 WI E.HJO HHZ 0.36
137.8201 36.5327 WI N.OM2H HHZ 0.718
135.5508 35.2685 WI N.MYMH HHZ 0.089
136.2529 35.1549 WI GS.HTS HHZ -0.311
137.9898 36.2578 WI N.MMOH HHZ 0.539
137.7173 35.787 WI N.AGMH HHZ 0.793
135.897 35.1988 WI DP.KK20 HHZ 0.453
132.6413 35.2685 WI DP.ST22 HHZ 0.065
137.2627 36.7294 WI N.TOYH HHZ -0.569
137.8409 35.0086 WI N.TT2H HHZ 0.22
131.6859 34.2091 WI N.TKJH HHZ -0.08
134.7941 34.2937 WI N.MHRH HHZ -0.04
137.7413 35.1387 WI NU.STN HHZ 0.485
137.2993 34.9189 WI N.NUKH HHZ -0.01
135.4968 34.8827 WI DP.BWD8 HHZ 0.596
133.0608 33.3128 WI KUBOKA HHZ 0.34
136.8216 34.2544 WI N.SMAH HHZ -0.198
134.1653 34.9435 WI AIDA HHZ 0.17
134.3284 34.8995 WI N.KMGH HHZ -0.02
134.4488 33.7957 WI AIOI HHZ 0.165
134.3426 35.5729 WI N.IAMH HHZ -0.138
132.507 35.0635 WI GOTSU2 HHZ 0.15
133.0236 34.3736 WI N.MIHH HHZ -0.171
135.3058 34.9105 WI DP.BWB9 HHZ 0.207
135.6155 34.8727 WI DP.KK39 HHZ 0.11
131.1434 34.1111 WI N.MNEH HHZ -0.13
133.4918 35.3553 WI N.MZKH HHZ 0.22
135.7651 35.1289 WI DP.KK04 HHZ 0.341
133.1872 35.3983 WI DP.ST06 HHZ 0.084
133.5033 35.3276 WI DP.ST43 HHZ 0.486
134.4994 33.7751 WI N.HWSH HHZ 0.054
135.5636 35.2405 WI DP.BWA4 HHZ 0.239
135.9781 35.2751 WI DP.BWE1 HHZ 0.497
137.8593 35.3627 WI YASUOK HHZ 0.8
134.1162 35.0732 WI N.SYOH HHZ -0.071
137.5836 35.8657 WI DP.OT75 HHZ 0.925
135.5122 34.6588 WI GS.TNN HHZ -0.53
135.8637 35.4536 WI DP.KK08 HHZ 0.09
135.6608 34.5248 WI N.TISH HHZ 0.029
135.3286 34.9883 WI DP.BWA8 HHZ 0.255
137.5978 35.8575 WI DP.OT84 HHZ 0.934
136.2096 35.9406 WI DP.HKJ HHZ 0.02
137.9415 36.5533 WI N.SNBH HHZ 0.705
136.9173 37.8505 WI HEGURA HHZ 0.012
137.5802 35.8043 WI DP.OT79 HHZ 0.957
135.7304 35.0094 WI N.KYTH HHZ -0.674
132.4295 34.581 WI N.HRSH HHZ 0.209
137.9203 36.3726 WI N.AAKH HHZ 0.483
135.3896 34.6628 WI N.KNHH HHZ -1.993
134.0444 33.5496 WI KC.UMJ HHZ 0.32
134.1482 34.27 WI N.MKIH HHZ -0.052
137.3542 35.604 WI KUROKA HHZ 0.58
135.5554 35.0931 WI DP.BWB5 HHZ 0.134
137.8821 34.911 WI N.TNRH HHZ 0.085
131.0326 33.4122 WI N.YGNH HHZ 0.051
133.623 35.2598 WI DP.ST37 HHZ 0.581
136.1783 35.2965 WI DP.KK35 HHZ 0.115
135.17275 34.73798 WI DP.RKO2 HHZ 0.429
135.3987 35.2857 WI WACHI HHZ 0.172
136.5216 36.0511 WI DP.KAJ HHZ 0.18
137.1398 34.6348 WI ATSUMI HHZ 0.03
136.7035 34.3945 WI ISE HHZ 0.135
135.2122 33.9804 WI N.HRKH HHZ -0.04
135.6489 33.9666 WI N.TKWH HHZ 0.68
133.2269 34.945 WI DP.ST13 HHZ 0.522
136.4165 34.713 WI KATADA HHZ 0.03
135.2093 34.2135 WI E.OKZ HHZ 0.01
135.8191 35.041 WI DP.BWD4 HHZ 0.284
136.7847 35.7235 WI N.ITDH HHZ 0.248
137.358 35.0406 WI GS.TYS2 HHZ 0.283
133.7486 35.3649 WI N.SKGH HHZ 0.033
133.8763 33.7315 WI MONOBE HHZ 0.55
136.5028 36.3676 WI DP.KMJ HHZ 0.07
137.6849 36.064 WI N.NGWH HHZ 0.992
132.4046 33.9291 WI N.TOHH HHZ -0.097
134.1197 33.5421 WI N.KTGH HHZ 0.029
137.2531 35.7991 WI N.GR2H HHZ 0.226
133.6205 34.9363 WI N.HKBH HHZ 0.117
132.8008 35.4259 WI N.HIRH HHZ -0.171
136.7002 35.2768 WI N.HMAH HHZ -1.495
136.9689 37.2224 WI N.AMZH HHZ -0.051
137.5782 35.8468 WI DP.OT27 HHZ 1.326
137.5691 35.8259 WI DP.OT62 HHZ 1.295
137.7441 34.6683 WI N.HMMH HHZ -1.007
137.8361 36.4427 WI E.MTU HHZ 0.68
132.5053 34.1161 WI N.KRHH HHZ 0.078
137.6616 34.8343 WI N.INSH HHZ -0.282
134.2744 34.7283 WI N.HNSH HHZ -0.101
133.928 34.377 WI SAKAID HHZ 0.21
135.6095 34.8987 WI DP.BWD6 HHZ 0.191
132.126 34.1891 WI N.IKNH HHZ -0.115
134.0184 35.4137 WI DP.SNT HHZ 0.216
133.098 35.0592 WI DP.ST11 HHZ 0.682
135.9562 35.4456 WI DP.KK13 HHZ 0.29
135.7589 33.5403 WI E.KZG HHZ 0.02
137.2436 37.3458 WI N.UCUH HHZ -0.189
131.3597 34.2176 WI N.MTOH HHZ 0.047
133.3871 35.1297 WI DP.ST35 HHZ 0.567
136.1821 35.1181 WI DP.KK37 HHZ 0.214
137.2464 35.4865 WI N.YOTH HHZ 0.461
